Incident Date,Park Name,Cause of Death,"Cause of Death Group 
(Used in the NPS Mortality Dashboard) ",Intent,Outcome,Sex,Age Range,Activity
9/27/18,Mesa Verde National Park,Suicide,Suicide,Intentional,Fatal injury,Female,15-24,Suicide
9/27/18,Great Smoky Mountains National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,55-64,Hiking
9/28/18,Glacier Bay National Park & Preserve,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,0-14,Flying
9/28/18,Glacier Bay National Park & Preserve,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,35-44,Flying
9/28/18,Glacier Bay National Park & Preserve,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,45-54,Flying
9/28/18,Glen Canyon National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,0-14,Vessel Related
9/28/18,Crater Lake National Park,Suicide,Suicide,Intentional,Fatal injury,Male,65+,Suicide
9/29/18,Cape Cod National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming
9/30/18,Grand Canyon National Park,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,65+,Not Reported
9/30/18,Gateway National Recreation Area,Suicide,Suicide,Intentional,Fatal injury,Male,65+,Suicide
10/1/18,Grand Canyon National Park,Fall,Fall,Unintentional,Fatal Injury,Female,15-24,Not Reported
10/1/18,Cape Hatteras National Seashore,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Swimming
10/1/18,Appalachian National Scenic Trail,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Walking
10/1/18,Shenandoah National Park,Suicide,Suicide,Intentional,Fatal injury,Male,65+,Suicide
10/1/18,Grand Canyon National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Hiking
10/2/18,Virgin Islands National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Snorkeling
10/3/18,Gateway National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,55-64,Wading
10/3/18,Organ Pipe Cactus National Monument,Hyperthermia,Environmental,Unintentional,Fatal Injury,Female,35-44,Illegal activity
10/3/18,New River Gorge National River,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide
10/4/18,Petersburg National Battlefield,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide
10/5/18,Rocky Mountain National Park,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide
10/5/18,Rocky Mountain National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Climbing
10/6/18,Cuyahoga Valley National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking
10/6/18,Sleeping Bear Dunes National Lakeshore,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Sleeping
10/7/18,Yellowstone National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Not Reported
10/7/18,Natchez Trace Parkway,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide
10/9/18,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,35-44,Driving 
10/11/18,Blue Ridge Parkway,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,15-24,Hiking
10/12/18,Gateway National Recreation Area,Suicide,Suicide,Intentional,Fatal injury,Male,55-64,Suicide
10/14/18,Shenandoah National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Hiking
10/14/18,Shenandoah National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,45-54,Driving 
10/14/18,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,35-44,Driving 
10/15/18,Boston National Historical Park,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Not Reported,Not Reported,Not Reported
10/16/18,Virgin Islands National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,55-64,Snorkeling
10/17/18,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal injury,Male,25-34,Suicide
10/17/18,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,15-24,Illegal activity
10/20/18,Glen Canyon National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Driving 
10/22/18,Gateway National Recreation Area,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Walking
10/22/18,Kennesaw Mountain National Battlefield Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide
10/23/18,Suitland,Homicide,Homicide,Intentional,Fatal Injury,Male,25-34,Homicide
10/24/18,Grand Canyon National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Other
10/24/18,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal injury,Male,65+,Suicide
10/24/18,Yosemite National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Photographing
10/24/18,Yosemite National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,25-34,Photographing
10/28/18,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,25-34,Driving 
10/30/18,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal injury,Male,25-34,Suicide
10/31/18,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,55-64,Driving 
11/2/18,Great Sand Dunes National Park & Preserve,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide
11/3/18,Gateway National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Vessel Related
11/3/18,New River Gorge National River,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,Not Reported,Driving 
11/5/18,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Illegal activity
11/7/18,Big Bend National Park,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Walking
11/7/18,Rocky Mountain National Park,Suicide,Suicide,Intentional,Fatal injury,Male,65+,Suicide
11/9/18,Great Falls Park,Suicide,Suicide,Intentional,Fatal injury,Male,65+,Suicide
11/13/18,Virgin Islands National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking
11/16/18,Fort Pulaski National Monument,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide
11/19/18,Suitland,Suicide,Suicide,Intentional,Fatal Injury,Not Reported,Not Reported,Suicide
11/22/18,New River Gorge National River,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide
11/23/18,Natchez Trace Parkway,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Other
11/23/18,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,25-34,Driving 
11/25/18,Biscayne National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,65+,Snorkeling
11/26/18,Rocky Mountain National Park,Hypothermia,Environmental,Unintentional,Fatal Injury,Male,15-24,Hiking
11/29/18,Gateway National Recreation Area,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,55-64,Not Reported
11/30/18,Delaware Water Gap National Recreation Area,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Hunting
11/30/18,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving 
12/1/18,Great Smoky Mountains National Park,Drowning,Drowning,Unintentional,Fatal Injury,Female,55-64,Crossing River
12/1/18,Clara Barton National Historic Site,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving 
12/1/18,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Illegal activity
12/2/18,Indiana Dunes National Park,Suicide,Suicide,Intentional,Fatal injury,Male,55-64,Suicide
12/3/18,Glen Canyon National Recreation Area,Suicide,Suicide,Intentional,Fatal injury,Female,45-54,Suicide
12/6/18,New River Gorge National River,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide
12/9/18,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,25-34,Driving 
12/10/18,Indiana Dunes National Park,Suicide,Suicide,Intentional,Fatal injury,Female,45-54,Suicide
12/11/18,Lake Mead National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Other
12/11/18,Grand Canyon National Park,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide
12/14/18,Yosemite National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Other
12/14/18,Grand Canyon National Park,Poisoning - drugs,Poisoning,Unintentional,Fatal Injury,Male,55-64,Other
12/15/18,Haleakala National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,55-64,Walking
12/16/18,National Mall & Memorial Parks,Hypothermia,Environmental,Unintentional,Fatal Injury,Female,65+,Sleeping
12/16/18,Lake Mead National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,55-64,Not Reported
12/18/18,Death Valley National Park,Suicide,Suicide,Intentional,Fatal injury,Male,65+,Suicide
12/18/18,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Illegal activity
12/20/18,Presidio of San Francisco,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Walking
12/21/18,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,15-24,Driving 
12/21/18,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving 
12/23/18,National Mall & Memorial Parks,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving 
12/23/18,Delaware Water Gap National Recreation Area,Suicide,Suicide,Intentional,Fatal injury,Female,45-54,Suicide
12/24/18,Glen Canyon National Recreation Area,Fall,Fall,Unintentional,Fatal Injury,Female,0-14,Not Reported
12/25/18,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,25-34,Hiking
12/26/18,Florissant Fossil Beds National Monument,Suicide,Suicide,Intentional,Fatal injury,Male,55-64,Suicide
12/27/18,Great Smoky Mountains National Park,Falling tree/branch,Environmental,Unintentional,Fatal Injury,Female,35-44,Hiking
12/31/18,Redwood National and State Parks,Suicide,Suicide,Intentional,Fatal injury,Male,55-64,Suicide
12/31/18,Natchez Trace Parkway,Suicide,Suicide,Intentional,Fatal injury,Female,35-44,Suicide
1/4/19,San Antonio Missions National Historical Park,Suicide,Suicide,Intentional,Fatal injury,Male,65+,Suicide
1/4/19,Presidio of San Francisco,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Other
1/6/19,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving 
1/9/19,Presidio of San Francisco,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Not Reported
1/12/19,Grand Canyon National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,55-64,Other
1/12/19,Grand Canyon National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Other
1/12/19,Yellowstone National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving 
1/16/19,Yosemite National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Other
1/17/19,Pictured Rocks National Lakeshore,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Snowmobiling
1/19/19,Arches National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Sitting
1/20/19,Wilson's Creek National Battlefield,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Other
1/20/19,Great Smoky Mountains National Park,Suicide,Suicide,Intentional,Fatal injury,Male,35-44,Suicide
1/21/19,Golden Gate National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Not Reported
1/22/19,New River Gorge National River,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide
1/25/19,Gulf Islands National Seashore,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,55-64,Driving 
1/26/19,Grand Canyon National Park,Suicide,Suicide,Intentional,Fatal injury,Male,25-34,Suicide
1/31/19,Gulf Islands National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Vessel Related
1/31/19,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal injury,Male,15-24,Suicide
2/1/19,Delaware Water Gap National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Driving 
2/1/19,San Francisco Maritime National Historical Park,Poisoning - drugs,Poisoning,Unintentional,Fatal Injury,Male,35-44,Illegal activity
2/12/19,Saguaro National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking
2/13/19,Big Thicket National Preserve,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,45-54,Not Reported
2/15/19,Lake Mead National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,45-54,Vessel Related
2/16/19,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,35-44,Driving 
2/17/19,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving 
2/20/19,Fort Foote Park,Suicide,Suicide,Intentional,Fatal injury,Male,35-44,Suicide
2/21/19,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving 
2/21/19,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,15-24,Driving 
2/22/19,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving 
2/22/19,Presidio of San Francisco,Rockfall,Environmental,Unintentional,Fatal Injury,Female,15-24,Walking
2/22/19,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,15-24,Illegal activity
2/24/19,Yosemite National Park,Avalanche,Environmental,Unintentional,Fatal Injury,Female,55-64,Hiking
2/25/19,Organ Pipe Cactus National Monument,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Illegal activity
2/26/19,Glacier National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Not Reported
2/26/19,Golden Gate National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,45-54,Other
2/28/19,Joshua Tree National Park,Suicide,Suicide,Intentional,Fatal injury,Male,35-44,Suicide
3/1/19,Suitland,Homicide,Homicide,Intentional,Fatal Injury,Male,35-44,Homicide
3/5/19,Point Reyes National Seashore,Suicide,Suicide,Intentional,Fatal injury,Male,45-54,Suicide
